,Unnamed: 0,"Para começar, confirme sua autorização selecionando uma das opções abaixo:","Em relação a temas como Usabilidade, Experiência do Usuário (UX), Interação Humano-Computador, Design Centrado no Usuário e outros, você se considera",A UX é muito dinâmica - muda constantemente enquanto há interação com um produto. [Marque uma opção. ],A expectativa de uso de um produto pode resultar em experiências reais.  [Marque uma opção. ],"Aspectos efêmeros e estáveis do estado interno de uma pessoa (por exemplo: necessidades,  motivações)  afetam a experiência da pessoa com algo. [Marque uma opção. ]",A UX é melhor compreendida se analisada dentro da área de marketing. [Marque uma opção. ],UX ocorre e depende do contexto em que o artefato é experimentado.  [Marque uma opção. ],"UX não é sobre o desempenho do usuário (habilidade para entender e utilizar) em relação a um artefato, mas sobre a percepção pessoal dele sobre esse desempenho. [Marque uma opção. ]",Definitivamente existe a necessidade de uma definição padronizada para o termo UX. [Marque uma opção. ],A exposição prévia a um artefato molda uma posterior experiência do usuário  [Marque uma opção. ],As pessoas nunca terão uma experiência (UX) comparável - toda e qualquer interação com um produto resulta em uma experiência única. [Marque uma opção. ],A UX deveria ser avaliada após a interação com o artefato. [Marque uma opção. ],"A UX está baseada em como uma pessoa percebe as características de um artefato, mas não nas características em si. [Marque uma opção. ]",Usabilidade é uma pré-condição necessária para a UX.  [Marque uma opção. ],"Nós não podemos projetar a UX, mas podemos projetar para a UX.  [Marque uma opção. ]","Medir a UX implica em determinar as vantagens, valores e significância de um artefato com relação às necessidades e objetivos de uma pessoa. [Marque uma opção. ]","A UX se refere a estados afetivos, isto é, qualquer combinação de valências emocionais (bom-ruim, prazeroso-desagradável) e estímulos psicológicos (calmo-agitado) [Marque uma opção. ]","A UX pode ser quantificada e, portanto, comparada entre artefatos similares (ou competitivos) [Marque uma opção. ]",A UX deveria ser medida enquanto se interage com um artefato. [Marque uma opção. ],Ao se projetar (para a) UX deve-se ter como alicerce o Design Centrado no Usuário  [Marque uma opção. ],"Apenas um indivíduo pode ter uma experiência. Uma experiência é algo pessoal. Algo que ocorre ""dentro"" da pessoa. [Marque uma opção. ]",UX é igual a apego emocional.  [Marque uma opção. ],UX não é algo novo. Já é contemplada por abordagens existentes (ex.: engenharia de usabilidade). [Marque uma opção. ],A UX deve ser abordada qualitativamente.  [Marque uma opção. ],A UX pode mudar mesmo depois que uma pessoa já parou de interagir com o produto. [Marque uma opção. ],"Dentre essas definições, qual você escolheria",Justificativa,"Gostaria de fazer algum comentário sobre essa definição? O que gostou, o que não gostou, o que mudaria, como poderia ser melhorada etc? ","Gostaria de fazer algum comentário sobre essa definição? O que gostou, o que não gostou, o que mudaria, como poderia ser melhorada etc? .1","Gostaria de fazer algum comentário sobre essa definição? O que gostou, o que não gostou, o que mudaria, como poderia ser melhorada etc? .2","Gostaria de fazer algum comentário sobre essa definição? O que gostou, o que não gostou, o que mudaria, como poderia ser melhorada etc? .3","Gostaria de fazer algum comentário sobre essa definição? O que gostou, o que não gostou, o que mudaria, como poderia ser melhorada etc? .4",Qual seu gênero? ,Qual é a sua faixa etária?,Em qual cidade você vive? ,Região ,Você é ,Role,Domain ,Sua formação principal foi na área de ,Educação ,Você já atuou ou atua profissionalmente com UX? ,"Complete a frase: ""Eu estou interessado(a) em entender o conceito de UX...""","Atualmente, quão importante é a UX para a sua vida profissional/acadêmica?"
90,90,"Confirmo que li, concordo com os termos e aceito participar.",Interessado em pelo menos um dos temas,Concordo parcialmente,Não entendi a frase.,Concordo totalmente,Discordo totalmente,Concordo parcialmente,Concordo totalmente,Indiferente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Indiferente,Discordo parcialmente,Concordo totalmente,Concordo totalmente,Não entendi a frase.,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,"D2: Experiência do usuário é uma consequência do estado interno dos usuários (predisposições, expectativas, necessidades, motivações, humor etc), das características do sistema projetado (por exemplo: complexidade, propósito, usabilidade, funcionalidade etc) e o contexto (ou ambiente) no qual a interação ocorre (por exemplo: ambiente organização/social, significância da atividade,  voluntariedade de uso etc) [Hassenzahl & Tractinsky, 2006]",É a que melhor explicita todos os fatores envolvidos.,"Apesar de concordar com a parte ""verdadeira experiência do usuário vai muito além de dar aos consumidores o que eles dizem querer"", é uma visão muito mercadológica.",,,,,Prefiro não informar,40 anos ou mais.,Campinas - SP,Sudeste ,Pesquisador e/ou acadêmico,Pesquisador e/ou acadêmico,Academia,Computação e/ou tecnologia,Tecnologia / Computação / IHC,"Sim, em um projeto acadêmico (por exemplo: iniciação científica, projeto academia-indústria)","""... para criar produtos melhores""",5.0
91,91,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo totalmente,Não entendi a frase.,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Indiferente,Concordo totalmente,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Discordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Discordo parcialmente,Discordo parcialmente,Indiferente,Concordo parcialmente,Não entendi a frase.,Concordo totalmente,Concordo totalmente,Concordo totalmente,"D2: Experiência do usuário é uma consequência do estado interno dos usuários (predisposições, expectativas, necessidades, motivações, humor etc), das características do sistema projetado (por exemplo: complexidade, propósito, usabilidade, funcionalidade etc) e o contexto (ou ambiente) no qual a interação ocorre (por exemplo: ambiente organização/social, significância da atividade,  voluntariedade de uso etc) [Hassenzahl & Tractinsky, 2006]","Eu sou suspeita, pois acho a D2 muito explicativa no que tange a sua origem, mas sempre complemento com a D3 para exemplificar no que a UX influencia.
Considero as demais definições bastante genéricas, não consideram o contexto (D1, D5), ou não destacam o estado interno do usuário (D4, D5).",,,,,,Feminino,Entre 25 e 31 anos,Porto Alegre,Sul ,Pesquisador e/ou acadêmico,Pesquisador e/ou acadêmico,Academia,Computação e/ou tecnologia,Tecnologia / Computação / IHC,"Sim, como contratado., Sim, em um projeto acadêmico (por exemplo: iniciação científica, projeto academia-indústria)","""... para criar produtos melhores"", ""... para deixar os usuários satisfeitos""",7.0
92,92,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Discordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Indiferente,Discordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo parcialmente,Discordo parcialmente,Concordo totalmente,"D2: Experiência do usuário é uma consequência do estado interno dos usuários (predisposições, expectativas, necessidades, motivações, humor etc), das características do sistema projetado (por exemplo: complexidade, propósito, usabilidade, funcionalidade etc) e o contexto (ou ambiente) no qual a interação ocorre (por exemplo: ambiente organização/social, significância da atividade,  voluntariedade de uso etc) [Hassenzahl & Tractinsky, 2006]",Por acreditar que UX sofre influências do estado interno do usuário e fatores contextuais.,,,,,,Masculino,40 anos ou mais.,Salvador,Nordeste,Pesquisador e/ou acadêmico,Pesquisador e/ou acadêmico,Academia,Computação e/ou tecnologia,Tecnologia / Computação / IHC,"Sim, em um projeto acadêmico (por exemplo: iniciação científica, projeto academia-indústria)","""... por motivos acadêmicos"", ""... para criar produtos melhores"", ""... para aumentar a venda de produtos"", ""... para deixar os usuários satisfeitos""",7.0
93,93,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Discordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,"D2: Experiência do usuário é uma consequência do estado interno dos usuários (predisposições, expectativas, necessidades, motivações, humor etc), das características do sistema projetado (por exemplo: complexidade, propósito, usabilidade, funcionalidade etc) e o contexto (ou ambiente) no qual a interação ocorre (por exemplo: ambiente organização/social, significância da atividade,  voluntariedade de uso etc) [Hassenzahl & Tractinsky, 2006]","Concordo com ela, pois vai te encontro com nossos estudos publicados sobre o assunto. ",,,,,,Masculino,Entre 32 e 39 anos.,Curitiba ,Sul ,Pesquisador e/ou acadêmico,Pesquisador e/ou acadêmico,Academia,Design,Design,"Sim, em um projeto acadêmico (por exemplo: iniciação científica, projeto academia-indústria)","""... por motivos acadêmicos"", ""... para criar produtos melhores"", ""... para aumentar a venda de produtos"", ""... para deixar os usuários satisfeitos""",4.0
94,94,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo totalmente,Concordo totalmente,Concordo totalmente,Indiferente,Concordo totalmente,Indiferente,Indiferente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,"D1: A Experiência do Usuário [engloba] todos os aspectos da interação dos usuários finais com a empresa. O seu serviço e seus produtos. O primeiro pré-requisito para uma experiência exemplar é contemplar as necessidades dos usuários sem confusão ou incômodos. Depois vem a simplicidade e a elegância que geram produtos que são uma alegria de possuir, uma alegria de usar. A verdadeira experiência do usuário vai muito além de dar aos consumidores o que eles dizem querer, ou oferecer uma lista de características [Nielsen & Norman Group, nngroup.com]","A UX envolve muito mais do que um simples produto, mas toda a interação com qualquer produto, serviço ou sistema. Além das percepções do usuário neste contexto. Além disso, existe fatores que também influenciam a UX, que são hedônicos dos usuários",,,,,,Masculino,Entre 25 e 31 anos,Salvador - BA,Nordeste ,Pesquisador e/ou acadêmico,Pesquisador e/ou acadêmico,Academia,Computação e/ou tecnologia,Tecnologia / Computação / IHC,"Sim, em um projeto acadêmico (por exemplo: iniciação científica, projeto academia-indústria)","""... para criar produtos melhores""",7.0
95,95,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Discordo parcialmente,Indiferente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Indiferente,Discordo parcialmente,Concordo totalmente,Discordo parcialmente,Indiferente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,"D4: Experiência do Usuário é o valor derivado da interação (ou da expectativa da interação) com um produto ou serviço e os aspectos envolvidos no contexto de uso (por exemplo: tempo, local e disposição do usuário). [Sward D. & G., 2007]","Acho que foi a definição que mais se aproximou do que entendo como UX. Pra mim, UX trata-se do valor agregado, e ganhos (tempo, produtividade, facilidade) que o usuário teve ao experimentar uma nova forma de fazer algo.",,,,,,Masculino,Entre 32 e 39 anos.,Ouro Preto,Sudeste ,Pesquisador e/ou acadêmico,Pesquisador e/ou acadêmico,Academia,Computação e/ou tecnologia,Tecnologia / Computação / IHC,"Sim, em um projeto acadêmico (por exemplo: iniciação científica, projeto academia-indústria)","""... por motivos acadêmicos"", ""... para deixar os usuários satisfeitos""",6.0
96,96,"Confirmo que li, concordo com os termos e aceito participar.",Interessado em pelo menos um dos temas,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Discordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Discordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,"D1: A Experiência do Usuário [engloba] todos os aspectos da interação dos usuários finais com a empresa. O seu serviço e seus produtos. O primeiro pré-requisito para uma experiência exemplar é contemplar as necessidades dos usuários sem confusão ou incômodos. Depois vem a simplicidade e a elegância que geram produtos que são uma alegria de possuir, uma alegria de usar. A verdadeira experiência do usuário vai muito além de dar aos consumidores o que eles dizem querer, ou oferecer uma lista de características [Nielsen & Norman Group, nngroup.com]","Eu selecionaria outras definição explicitadas. Penso que a experiência do usuário também sofre influências dos aspectos emocionais/afetivos do usuário 
",Aqui uma visão mais técnica (foco no produto e serviço),Penso que poderia ser melhorada D1 + D2,D1 + D3,Não reflete a complexidade da UX,D1 + D2 + D5 (aqui foco na qualidade),Feminino,40 anos ou mais.,Joinville,Sul ,Pesquisador e/ou acadêmico,Pesquisador e/ou acadêmico,Academia,Computação e/ou tecnologia,Tecnologia / Computação / IHC,"Sim, em um projeto acadêmico (por exemplo: iniciação científica, projeto academia-indústria)","""... por motivos acadêmicos"", ""... para criar produtos melhores"", ""... para deixar os usuários satisfeitos""",6.0
97,97,"Confirmo que li, concordo com os termos e aceito participar.",Interessado em pelo menos um dos temas,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Discordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Não entendi a frase.,Concordo totalmente,Não entendi a frase.,Concordo totalmente,Concordo totalmente,Não entendi a frase.,Não entendi a frase.,Não entendi a frase.,Discordo parcialmente,Discordo parcialmente,Indiferente,Concordo parcialmente,Discordo parcialmente,"D3: Experiência do usuário diz respeito a todo o conjunto de afetos que é evocado pela interação entre o usuário e o produto, incluindo o grau em que todos os nossos sentidos são gratificados (experiência estética), os significados que atribuímos ao produto (experiência de significação) e os sentimentos e emoções que são evocados (experiência emocional). [Desmet & Hekkert, 2007]",F,,,,,,Feminino,Entre 32 e 39 anos.,SP,Sudeste ,Estudante,Estudante,Academia,Arte,Arte,Não.,"""... para criar produtos melhores"", ""... para deixar os usuários satisfeitos""",5.0
98,98,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Indiferente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Concordo parcialmente,Indiferente,"D3: Experiência do usuário diz respeito a todo o conjunto de afetos que é evocado pela interação entre o usuário e o produto, incluindo o grau em que todos os nossos sentidos são gratificados (experiência estética), os significados que atribuímos ao produto (experiência de significação) e os sentimentos e emoções que são evocados (experiência emocional). [Desmet & Hekkert, 2007]","A experiência é tátil, visual e emocional e se tornar humanizada é a melhor maneira de criar produtos que funcionem e sejam apaixonantes.",,,,,,Masculino,Entre 25 e 31 anos,Fortaleza ,Nordeste,Sou redator  ,Profissional,Mercado,Comunicação,Outros ,"Sim, como freelancer ou voluntário.","""... para criar produtos melhores""",5.0
99,99,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo totalmente,Discordo parcialmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Discordo parcialmente,Concordo parcialmente,Discordo parcialmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,"D5: Experiência do Usuário é a qualidade da experiência que uma pessoa tem quando interage com um design específico. Isso pode mudar de um artefato específico como um copo de brinquedo ou um website até experiências integradas maiores, como um museu ou um aeroporto. [UXNet.org]",A cada novo produto a experiência será sempre diferente.,,,,,,Masculino,40 anos ou mais.,Santo Antonio de Jesus,Nordeste,Front-end web developer,Profissional,Mercado,Computação e/ou tecnologia,Tecnologia / Computação / IHC,Sou certificado em UX,"""... para deixar os usuários satisfeitos""",7.0
100,100,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo parcialmente,Concordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Discordo parcialmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo parcialmente,Discordo parcialmente,Discordo parcialmente,Indiferente,Concordo parcialmente,Concordo parcialmente,"D3: Experiência do usuário diz respeito a todo o conjunto de afetos que é evocado pela interação entre o usuário e o produto, incluindo o grau em que todos os nossos sentidos são gratificados (experiência estética), os significados que atribuímos ao produto (experiência de significação) e os sentimentos e emoções que são evocados (experiência emocional). [Desmet & Hekkert, 2007]","Porque ela foi a que melhor englobou todos os aspectos que são alcançados na UX, dividindo a definição em três etapas. Acho que as outras estão corretas, porém incompletas.",,,,,,Masculino,Entre 25 e 31 anos,Fortaleza,Nordeste,Designer UI/UX,Profissional,Mercado,Design,Design,Não.,"""... por motivos acadêmicos""",7.0
102,102,"Confirmo que li, concordo com os termos e aceito participar.",Muito interessado em pelo menos um dos temas,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo parcialmente,Concordo totalmente,Concordo totalmente,Indiferente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Não entendi a frase.,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo parcialmente,Concordo totalmente,Concordo parcialmente,Não entendi a frase.,"D3: Experiência do usuário diz respeito a todo o conjunto de afetos que é evocado pela interação entre o usuário e o produto, incluindo o grau em que todos os nossos sentidos são gratificados (experiência estética), os significados que atribuímos ao produto (experiência de significação) e os sentimentos e emoções que são evocados (experiência emocional). [Desmet & Hekkert, 2007]","A UX lida muito com as emoções das pessoas, que podem influenciar no entendimento ou repulsa por determinado sistema",,,,,,Feminino,Entre 18 e 24 anos,Curitiba ,Sul ,Estudante,Estudante,Academia,Design,Design,"Sim, em um projeto acadêmico (por exemplo: iniciação científica, projeto academia-indústria)","""... por motivos acadêmicos""",6.0
